name,party,year,geography,war,war_text
Greg Raths,R,2020,CA-45,4.1,R+4.1
Greg Ryan,R,2018,MN-04,5.1,R+5.1
Greg Sagan,D,2018,TX-13,-1.7,R+1.7
Greg Stanton,D,2024,AZ-04,-1.7,R+1.7
Greg Steube,R,2024,FL-17,0.5,R+0.5
Greg Walden,R,2018,OR-02,1.6,R+1.6
Greg Whitten,D,2024,AZ-08,6.4,D+6.4
Gregg Harper,R,2016,MS-03,2.7,R+2.7
Gregg Sadwick,R,2024,NY-25,-1.5,D+1.5
Gregory Coll,R,2022,MD-08,-0.3,D+0.3
Gregory Meeks,D,2024,NY-05,-5.1,R+5.1
Gretchen Driskell,D,2020,MI-07,1.3,D+1.3
Gus Bilirakis,R,2024,FL-12,4.6,R+4.6
Gus Michael Bilirakis,R,2016,FL-12,13.2,R+13.2
Gus Trujillo,D,2020,TX-13,2.6,D+2.6
Guy Ciarrocchi,R,2022,PA-06,-1.2,D+1.2
Guy Reschenthaler,R,2024,PA-14,-4.0,D+4
Gwen Graham,D,2014,FL-02,18.5,D+18.5
Gwen Moore,D,2024,WI-04,1.0,D+1
Hakeem Jeffries,D,2024,NY-08,0.8,D+0.8
Hal Rogers,R,2022,KY-05,-0.7,D+0.7
Haley Stevens,D,2024,MI-11,0.3,D+0.3
Hank Gilbert,D,2020,TX-01,3.6,D+3.6
Hank Johnson,D,2024,GA-04,-4.0,R+4
Hank Linderman,D,2024,KY-02,-2.1,R+2.1
Hans Reigle,R,2016,DE-AL,1.5,R+1.5
Harley Rouda,D,2020,CA-48,-4.4,R+4.4
Harold Bratcher,R,2016,KY-03,-8.7,D+8.7
Harold Russell Taub,R,2016,RI-01,4.7,R+4.7
Haroon Bashir,R,2024,PA-02,-3.9,D+3.9
Harriet Hageman,R,2024,WY-AL,-0.8,D+0.8
Harry Arora,R,2018,CT-04,3.1,R+3.1
Hayden Shamel,D,2018,AR-04,-4.2,R+4.2
Heather Mizeur,D,2022,MD-01,7.5,D+7.5
Heather Smiley,R,2024,MI-06,-2.0,D+2
Hector Castillo,R,2016,NJ-09,-5.7,D+5.7
Hector Concepcion,R,2014,IL-04,3.5,R+3.5
Heerak Christian Kim,R,2024,VA-08,3.8,R+3.8
Heidi Campbell,D,2022,TN-05,3.3,D+3.3
Heidi Hall,D,2014,CA-01,8.0,D+8.0
Helen Brady,R,2020,MA-09,-7.3,D+7.3
Henry Cuellar,D,2024,TX-28,8.3,D+8.3
Henry Lawrence,D,2014,FL-16,-1.2,R+1.2
Henry Martin,D,2022,MO-06,-0.5,R+0.5
Herb Conaway,D,2024,NJ-03,1.4,D+1.4
Herb Jones,D,2022,VA-01,2.1,D+2.1
Herman West,R,2018,GA-02,-0.3,D+0.3
Hilary Turner,D,2020,WV-03,9.7,D+9.7
Hillary O'Connor Mueri,D,2020,OH-14,-6.9,R+6.9
Hillary Scholten,D,2024,MI-03,0.4,D+0.4
Hiral Tipirneni,D,2020,AZ-06,3.9,D+3.9
Hosea Cleveland,D,2020,SC-03,0.2,D+0.2
Howard Klausner,R,2016,MI-14,5.1,R+5.1
Hugh Bussell,R,2014,CA-15,-2.7,D+2.7
Hung Cao,R,2022,VA-10,6.8,R+6.8
Ian Todd,D,2018,MN-06,-1.0,R+1
Ian Weeks,R,2024,CA-25,-4.0,D+4
Ike McCorkle,D,2022,CO-04,-2.8,R+2.8
Ileana Ros-Lehtinen,R,2016,FL-27,8.0,R+8
Ilhan Omar,D,2024,MN-05,-13.1,R+13.1
Irene Armendariz-Jackson,R,2024,TX-16,4.0,R+4
Iro Omere,D,2022,TX-04,-0.6,R+0.6
Irv Halter,D,2014,CO-05,16.3,D+16.3
Isaac Misiuk,R,2014,ME-01,-13.7,D+13.7
J.D. Scholten,D,2020,IA-04,4.1,D+4.1
JD Diganvker,R,2018,IL-08,-0.2,D+0.2
JR Majewski,R,2022,OH-09,-15.6,D+15.6
Jack Allen,D,2024,TN-03,0.6,D+0.6
Jack Bergman,R,2024,MI-01,-2.6,D+2.6
Jack Martins,R,2016,NY-03,-3.8,D+3.8
Jack Orswell,R,2016,CA-27,0.2,R+0.2
Jack Trammell,D,2014,VA-07,6.1,D+6.1
Jack Truman,D,2022,MO-04,-3.0,R+3
Jackie Gordon,D,2022,NY-02,-6.1,R+6.1
Jackie McPherson,D,2014,AR-01,-3.8,R+3.8
Jackie Speier,D,2020,CA-14,-1.4,R+1.4
Jackie Walorski,R,2020,IN-02,-1.8,D+1.8
Jacky Rosen,D,2016,NV-03,3.1,D+3.1
Jacob Owens,D,2016,MS-01,-1.6,R+1.6
Jacob Turk,R,2022,MO-05,0.1,R+0.1
Jahana Hayes,D,2024,CT-05,-1.1,R+1.1
Jaime Castle,D,2020,OH-02,-4.6,R+4.6
Jaime Herrera Beutler,R,2020,WA-03,5.3,R+5.3
Jaimy Blanco,R,2020,TX-29,-8.6,D+8.6
Jake Auchincloss,D,2020,MA-04,-8.4,R+8.4
Jake Ellzey,R,2024,TX-06,-2.1,D+2.1
Jake LaTurner,R,2022,KS-02,-3.4,D+3.4
Jamaal Bowman,D,2022,NY-16,-5.9,R+5.9
James Averhart,D,2020,AL-01,2.9,D+2.9
James Bradley,R,2020,CA-33,8.5,R+8.5
James Brown,R,2014,CT-03,-1.3,D+1.3
James Buchal,R,2014,OR-03,-0.2,D+0.2
James Burgess,R,2018,OH-03,1.0,R+1
James Cargas,D,2016,TX-07,10.1,D+10.1
James Comer,R,2024,KY-01,0.2,R+0.2
James Falakos,R,2022,IL-04,2.5,R+2.5
James Hayes,R,2024,PA-12,7.8,R+7.8
James Hooper,R,2024,MI-12,-1.7,D+1.7
James Jones,R,2016,PA-02,1.6,R+1.6
James Judge,R,2022,FL-14,-2.8,D+2.8
James Kimber,D,2014,CA-50,-5.7,R+5.7
James Langevin,D,2014,RI-02,5.5,D+5.5
James Lee Witt,D,2014,AR-04,15.0,D+15.0
James Myles,R,2022,VA-11,4.6,R+4.6
James Neal Harris,D,2016,GA-08,2.5,D+2.5
James O'Donnell,D,2014,NY-27,-11.9,R+11.9
James O'Donnell,R,2018,NY-18,-0.8,D+0.8
James Piotrowski,D,2016,ID-01,9.6,D+9.6
James Rhodes,D,2020,KY-01,2.5,D+2.5
James Rodgers,R,2022,TX-30,-5.0,D+5
James Singer,D,2018,UT-03,-3.6,R+3.6
James Stockton,D,2024,FL-06,0.6,D+0.6
James Thompson,D,2018,KS-04,-1.3,R+1.3
James Veltmeyer,R,2016,CA-53,-0.9,D+0.9
James Waters,R,2020,CA-46,-4.0,D+4
James Woods,D,2014,AZ-05,-0.5,R+0.5
Jamie Jordan,D,2022,TX-22,-0.4,R+0.4
Jamie Mayo,D,2014,LA-05,7.0,D+7.0
Jamie McLeod-Skinner,D,2022,OR-05,-5.8,R+5.8
Jamie Raskin,D,2024,MD-08,-3.0,R+3
Jamie Schoolcraft,D,2018,MO-07,5.4,D+5.4
Jan McDowell,D,2018,TX-24,7.0,D+7
Jan Mcdowell,D,2022,TX-24,2.8,D+2.8
Jan Schakowsky,D,2024,IL-09,-1.8,R+1.8
Jan Schneider,D,2024,FL-16,1.0,D+1
Jana Lynne Sanchez,D,2018,TX-06,3.0,D+3
Jane Dittmar,D,2016,VA-05,-5.1,R+5.1
Jane George,D,2024,TN-02,-1.5,R+1.5
Janelle Bynum,D,2024,OR-05,-0.9,R+0.9
Janelle Stelson,D,2024,PA-10,8.8,D+8.8
Janet Garrett,D,2018,OH-04,-4.4,R+4.4
Janice Arnold-Jones,R,2018,NM-01,1.8,R+1.8
Janice Kovach,D,2014,NJ-07,4.5,D+4.5
Jannine Lee Lake,D,2020,IN-06,2.6,D+2.6
Jared Golden,D,2024,ME-02,5.9,D+5.9
Jared Huffman,D,2024,CA-02,-4.0,R+4
Jared Moskowitz,D,2024,FL-23,-1.3,R+1.3
Jared Polis,D,2016,CO-02,-4.5,R+4.5
Jasmine Beach-Ferrera,D,2022,NC-11,2.8,D+2.8
Jasmine Crockett,D,2022,TX-30,5.0,D+5
Jason Anderson,R,2024,CA-19,-0.7,D+0.7
Jason Chaffetz,R,2016,UT-03,0.2,R+0.2
Jason Crow,D,2024,CO-06,-1.9,R+1.9
Jason Gonzalez,R,2018,NY-15,-12.1,D+12.1
Jason Lewis,R,2018,MN-02,1.3,R+1.3
Jason Mushnick,R,2020,NJ-08,-0.3,D+0.3
Jason Nichols,D,2018,OK-02,6.4,D+6.4
Jason Ritchie,D,2014,WA-08,-17.4,R+17.4
Jason Smith,R,2024,MO-08,-1.5,D+1.5
Jason T. Smith,R,2014,MO-08,-5.5,D+5.5
Jason Yates,R,2014,OR-01,1.2,R+1.2
Javier Ramos,D,2022,AZ-05,2.3,D+2.3
Jay Allen,R,2020,ME-01,-1.1,D+1.1
Jay Bonner,R,2014,FL-20,0.3,R+0.3
Jay Chen,D,2022,CA-45,-0.9,R+0.9
Jay Furman,R,2024,TX-28,-8.3,D+8.3
Jay McGovern,D,2024,FL-05,-0.6,R+0.6
Jay Obernolte,R,2024,CA-23,0.5,R+0.5
Jay Sidie,D,2016,KS-03,2.0,D+2
Jay Webber,R,2018,NJ-11,-6.3,D+6.3
Jayme Stevenson,R,2022,CT-04,10.0,R+10
Jeanette Cass,D,2024,MO-04,-0.9,R+0.9
Jeanne Hendricks,D,2024,MN-06,0.1,D+0.1
Jeanne Ives,R,2020,IL-06,5.0,R+5
Jeannine Lee Lake,D,2022,IN-05,1.0,D+1
Jeb Brewer,R,2024,WA-01,4.9,R+4.9
Jeff Byrd,R,2014,NM-03,-3.2,D+3.2
Jeff Crank,R,2024,CO-05,2.6,R+2.6
Jeff Criswell,R,2024,GA-06,2.4,R+2.4
Jeff Denham,R,2018,CA-10,-1.7,D+1.7
Jeff Dove,R,2018,VA-11,0.7,R+0.7
Jeff Duncan,R,2020,SC-03,-0.2,D+0.2
Jeff Ettinger,D,2022,MN-01,1.5,D+1.5
Jeff Fortenberry,R,2020,NE-01,2.0,R+2
Jeff Gorell,R,2014,CA-26,4.6,R+4.6
Jeff Gorman,R,2022,CA-19,-0.7,D+0.7
Jeff Holmes,D,2014,MI-04,-1.7,R+1.7
Jeff Hurd,R,2024,CO-03,-6.3,D+6.3
Jeff Jackson,D,2022,NC-14,2.8,D+2.8
Jeff Jones,R,2020,MI-12,-4.8,D+4.8
Jeff Jordan,R,2020,VA-08,6.5,R+6.5
Jeff Martin,R,2016,TX-09,0.2,R+0.2
Jeff Miller,R,2014,FL-01,-5.7,D+5.7
Jeff Stone,R,2016,CA-36,-14.2,D+14.2
Jeff Van Drew,D,2018,NJ-02,0.3,D+0.3
Jeff Van Drew,R,2024,NJ-02,1.6,R+1.6
Jeff Warner,R,2022,MD-04,-3.1,D+3.1
Jeff Zink,R,2024,AZ-03,-2.9,D+2.9
Jefferson Shreve,R,2024,IN-06,-1.3,D+1.3
Jeffrey Beeler,R,2020,WA-01,5.5,R+5.5
Jeffrey Sossa-Paquette,R,2022,MA-02,0.5,R+0.5
Jen Kiggans,R,2024,VA-02,-1.1,D+1.1
Jennfier-Ruth Green,R,2022,IN-01,0.9,R+0.9
Jennie Lou Leeder,D,2018,TX-11,-1.6,R+1.6
Jennier Qualteri,R,2022,CO-01,0.9,R+0.9
Jennifer Adams,D,2024,FL-07,3.4,D+3.4
Jennifer Garrison,D,2014,OH-06,13.6,D+13.6
Jennifer Lewis,D,2022,VA-06,1.0,D+1
Jennifer Martinez,D,2016,ID-02,0.9,D+0.9
Jennifer McClellan,D,2024,VA-04,-0.9,R+0.9
Jennifer Nye,R,2018,CT-01,2.9,R+2.9
Jennifer Schultz,D,2024,MN-08,0.9,D+0.9
Jennifer Wexton,D,2022,VA-10,-6.8,R+6.8
Jennifer Zielinski,R,2018,MN-05,11.3,R+11.3
Jennifer Zimmerman,D,2018,FL-01,7.0,D+7
Jennifer Zinone,R,2020,NJ-10,-3.2,D+3.2
Jenny Garcia Sharon,R,2024,TX-37,-0.7,D+0.7
Jerald McFall,R,2018,NM-03,-7.1,D+7.1
Jeramey Anderson,D,2018,MS-04,4.4,D+4.4
Jeremiah Ross,D,2022,OK-03,-0.4,R+0.4
Jeremy Shaffer,R,2022,PA-17,-1.4,D+1.4
Jerrad Christian,D,2024,OH-12,-0.9,R+0.9
Jerrold Nadler,D,2024,NY-12,-4.6,R+4.6
Jerry Cannon,D,2014,MI-01,9.1,D+9.1
Jerry Carl,R,2020,AL-01,-2.9,D+2.9
Jerry Evans,R,2024,IL-11,3.1,R+3.1
Jerry Hilliard,D,2022,MI-02,0.9,D+0.9
Jerry McNerney,D,2020,CA-09,-4.3,R+4.3
Jerry Nadler,D,2016,NY-10,-2.5,R+2.5
Jess King,D,2018,PA-11,0.3,D+0.3
Jesse Brown,R,2022,MA-09,2.2,R+2.2
Jesse Colvin,D,2018,MD-01,0.7,D+0.7
Jesse Jensen,R,2020,WA-08,3.7,R+3.7
Jesse Smith,D,2016,AL-03,6.8,D+6.8
Jessee Carlton Fleenor,D,2018,LA-05,-8.3,R+8.3
Jessica King,D,2020,WI-06,1.1,D+1.1
Jessica McClure,D,2018,NE-01,-1.8,R+1.8
Jessica Morse,D,2024,CA-03,-2.1,R+2.1
Jessica Swartz,D,2024,MI-04,-2.0,R+2
Jesus Navarro,R,2024,FL-24,-0.5,D+0.5
Jesus Solorio Jr.,R,2020,IL-04,-1.3,D+1.3
Jevin Hodge,D,2022,AZ-01,2.3,D+2.3
Jill Abahsain,D,2022,MN-07,-3.1,R+3.1
Jill Schiller,D,2018,OH-02,-5.7,R+5.7
Jill Schupp,D,2020,MO-02,-0.9,R+0.9
Jill Tokuda,D,2024,HI-02,13.0,D+13
Jillian Freeland,D,2020,CO-05,-1.1,R+1.1
Jim Atkinson,D,2024,PA-11,1.1,D+1.1
Jim Baird,R,2024,IN-04,1.8,R+1.8
Jim Banks,R,2022,IN-03,-0.1,D+0.1
Jim Bognet,R,2022,PA-08,-4.5,D+4.5
Jim Bryan,D,2014,FL-01,5.7,D+5.7
Jim Burgess,R,2014,OH-03,3.8,R+3.8
Jim Carris,R,2024,IL-10,4.0,R+4
Jim Clyburn,D,2024,SC-06,-3.0,R+3
Jim Cooper,D,2018,TN-05,8.8,D+8.8
Jim Costa,D,2024,CA-21,-5.4,R+5.4
Jim Crary,D,2016,OR-02,-15.3,R+15.3
Jim DeBello,R,2020,CA-52,6.7,R+6.7
Jim Evans,D,2014,MO-07,18.5,D+18.5
Jim Fischer,R,2014,NY-20,-8.4,D+8.4
Jim Griffin,R,2024,CT-01,-2.5,D+2.5
Jim Hagedorn,R,2020,MN-01,-10.9,D+10.9
Jim Himes,D,2024,CT-04,-3.4,R+3.4
Jim Jordan,R,2024,OH-04,-3.9,D+3.9
Jim Kennedy,D,2020,FL-08,-0.0,R+0
Jim Lange,D,2016,FL-15,4.2,D+4.2
Jim Langevin,D,2020,RI-02,2.5,D+2.5
Jim Lawrence,R,2016,NH-02,5.9,R+5.9
Jim Marchant,R,2020,NV-04,-0.2,D+0.2
Jim Marter,R,2024,IL-14,-1.3,D+1.3
Jim Maxwell,R,2018,NY-25,6.8,R+6.8
Jim McDermott,D,2014,WA-07,-0.1,R+0.1
Jim McGovern,D,2022,MA-02,-0.5,R+0.5
Jim Moeller,D,2016,WA-03,-8.6,R+8.6
Jim Mowrer,D,2016,IA-03,-7.2,R+7.2
Jim Oberweis,R,2020,IL-14,0.8,R+0.8
Jim Postma,R,2016,WA-10,0.5,R+0.5
Jim Pruden,R,2020,FL-22,-0.7,D+0.7
Jim Reed,D,2016,CA-01,10.2,D+10.2
Jim Renacci,R,2016,OH-16,7.3,R+7.3
Jim Sensenbrenner,R,2018,WI-05,7.5,R+7.5
Jim Sherow,D,2014,KS-01,19.8,D+19.8
Jim Walz,D,2016,IL-14,-3.3,R+3.3
Jimmy Ausbrooks,D,2022,KY-01,-0.7,R+0.7
Jimmy Beard,D,2022,KS-01,-3.2,R+3.2
Jimmy Duncan,R,2016,TN-02,5.7,R+5.7
Jimmy Lee Tillman,R,2014,IL-01,10.0,R+10.0
Jimmy Leon,R,2022,TX-09,-6.2,D+6.2
Jimmy Panetta,D,2024,CA-19,0.7,D+0.7
Jimmy Tillman,R,2018,IL-01,4.4,R+4.4
Jineea Butler,R,2018,NY-13,0.5,R+0.5
Joan Greene,D,2020,AZ-05,3.0,D+3
Joan Hoadley,D,2020,MI-06,-7.7,R+7.7
Joan McCarthy Lasonde,R,2016,IL-09,10.9,R+10.9
Joanna Harbour,R,2024,OR-03,0.0,D+0
Joanne Terry,D,2022,FL-08,1.5,D+1.5
Joaquin Castro,D,2022,TX-20,8.9,D+8.9
Jodey Arrington,R,2020,TX-19,0.4,R+0.4
Jody Ball,R,2018,TN-05,-8.8,D+8.8
Jody Hice,R,2020,GA-10,-1.7,D+1.7
Joe Akana,R,2022,HI-02,0.3,R+0.3
Joe Barton,R,2016,TX-06,-6.0,D+6
Joe Bock,D,2014,IN-02,5.4,D+5.4
Joe Budd,R,2022,FL-23,-1.4,D+1.4
Joe Collins,R,2022,CA-36,1.0,R+1
Joe Courtney,D,2024,CT-02,5.8,D+5.8
Joe Cunningham,D,2020,SC-01,6.3,D+6.3
Joe Garcia,D,2016,FL-26,-15.8,R+15.8
Joe Heck,R,2014,NV-03,3.9,R+3.9
Joe Kaufman,R,2024,FL-23,1.3,R+1.3
Joe Kent,R,2024,WA-03,-6.0,D+6
Joe Kerr,D,2024,CA-40,-2.8,R+2.8
Joe Mackey,D,2020,IN-04,1.8,D+1.8
Joe McGraw,R,2024,IL-17,-1.1,D+1.1
Joe Morelle,D,2024,NY-25,1.5,D+1.5
Joe Neguse,D,2024,CO-02,-1.4,R+1.4
Joe Pakootas,D,2016,WA-05,2.6,D+2.6
Joe Perske,D,2014,MN-06,4.5,D+4.5
Joe Profit,R,2018,GA-04,-3.2,D+3.2
Joe Radinovich,D,2018,MN-08,-0.9,R+0.9
Joe Salerno,D,2024,NJ-02,-1.6,R+1.6
Joe Swider,D,2016,LA-01,0.2,D+0.2
Joe Teirab,R,2024,MN-02,-6.7,D+6.7
Joe Vitollo,R,2016,NY-20,-15.2,D+15.2
Joe Werner,D,2016,MD-01,-3.2,R+3.2
Joe Wilson,R,2024,SC-02,1.1,R+1.1
Joe Yetter,D,2022,OR-02,-1.6,R+1.6
Joel Newby,D,2020,OH-15,-7.9,R+7.9
Joey Atkins,D,2024,FL-26,-3.6,R+3.6
John Adams,R,2016,OH-03,5.7,R+5.7
John Avlon,D,2024,NY-01,2.5,D+2.5
John Barrow,D,2014,GA-12,4.9,D+4.9
John Boehner,R,2014,OH-08,-6.4,D+6.4
John Booras,R,2024,IL-03,0.2,R+0.2
John Bouie II,R,2016,MS-02,-4.7,D+4.7
John Briscoe,R,2024,CA-42,1.7,R+1.7
John Carney,D,2014,DE-AL,2.3,D+2.3
John Carter,R,2024,TX-31,1.2,R+1.2
John Chapman,R,2014,MA-09,7.9,R+7.9
John Chrin,R,2018,PA-08,-6.1,D+6.1
John Collick,R,2020,VA-03,-0.9,D+0.9
John Conyers,D,2016,MI-13,-4.9,R+4.9
John Culberson,R,2018,TX-07,-6.2,D+6.2
John Cummings,R,2020,NY-14,5.2,R+5.2
John Curtis,R,2022,UT-03,6.8,R+6.8
John Dale,D,2016,IN-04,1.7,D+1.7
John Delaney,D,2016,MD-06,1.7,D+1.7
John Delaney,R,2024,NY-08,-0.8,D+0.8
John Dennis,R,2022,CA-11,2.9,R+2.9
John Driscoll,D,2024,MT-02,-0.0,D+0
John Duarte,R,2024,CA-13,-5.2,D+5.2
John Elleson,R,2018,IL-09,8.1,R+8.1
John Emmons,R,2020,PA-06,2.6,R+2.6
John F. Morrow,R,2016,IL-02,5.7,R+5.7
John Fabbricatore,R,2024,CO-06,1.9,R+1.9
John Faso,R,2018,NY-19,-2.4,D+2.4
John Fitzgerald,R,2018,CA-11,4.5,R+4.5
John Foust,D,2014,VA-10,-1.0,R+1.0
John Garamendi,D,2024,CA-08,-0.5,R+0.5
John Gibbs,R,2022,MI-03,-5.7,D+5.7
John Hugo,R,2018,MA-05,-1.4,D+1.4
John James,R,2024,MI-10,-2.9,D+2.9
John Joyce,R,2024,PA-13,0.1,R+0.1
John K. Delaney,D,2014,MD-06,-6.5,R+6.5
John Katko,R,2020,NY-24,15.7,R+15.7
John Kline,R,2014,MN-02,7.6,R+7.6
John Larson,D,2024,CT-01,2.5,D+2.5
John Lee,R,2024,NV-04,-3.2,D+3.2
John Lewis,D,2016,GA-05,-5.2,R+5.2
John Lira,D,2022,TX-23,-1.1,R+1.1
John Love III,D,2024,TX-06,2.1,D+2.1
John Mannion,D,2024,NY-22,5.1,D+5.1
John McCann,R,2018,NJ-05,-5.2,D+5.2
John McCollum,R,2020,SC-06,-0.2,D+0.2
John McGuire,R,2024,VA-05,1.8,R+1.8
John McNeil,D,2016,NC-02,8.6,D+8.6
John Mica,R,2016,FL-07,-6.8,D+6.8
John Moolenaar,R,2024,MI-02,1.8,R+1.8
John Muniz,R,2018,NJ-08,-0.1,D+0.1
John Munn,R,2024,CA-04,2.1,R+2.1
John Paul Moran,R,2020,MA-06,-4.0,D+4
John Plumb,D,2016,NY-23,1.1,D+1.1
John Porter,R,2022,CA-33,4.6,R+4.6
John Ratcliffe,R,2018,TX-04,1.7,R+1.7
John Rose,R,2024,TN-06,-1.5,D+1.5
John Rutherford,R,2024,FL-05,0.6,R+0.6
John Salvesen,R,2024,GA-05,1.1,R+1.1
John Sarbanes,D,2022,MD-03,-4.9,R+4.9
John Schmitz,R,2024,IN-07,2.3,R+2.3
John Shaban,R,2016,CT-04,1.2,R+1.2
John Shimkus,R,2018,IL-15,1.2,R+1.2
John Sitka,R,2024,VA-03,-3.2,D+3.2
John Verbeek,R,2018,OR-01,0.7,R+0.7
John Walsh,R,2018,MD-08,4.2,R+4.2
John Whalen,R,2024,DE-AL,-0.1,D+0.1
John White,D,2022,AR-04,-1.3,R+1.3
John Williamson,D,2016,AZ-06,1.4,D+1.4
John Yarmuth,D,2020,KY-03,3.2,D+3.2
John Zarbano,D,2024,WI-06,-2.5,R+2.5
Johnny DuPree,D,2022,MS-04,-0.9,R+0.9
Johnny Nalbandian,R,2020,CA-27,-1.6,D+1.6
Johnny Olszewski,D,2024,MD-02,1.4,D+1.4
Johnny Ray Salling,R,2020,MD-02,-3.0,D+3
Johnny Tacherra,R,2016,CA-16,7.7,R+7.7
Johnny Teague,R,2022,TX-07,-2.2,D+2.2
Jon Haire,D,2022,TX-36,2.8,D+2.8
Jon Mark Hogg,D,2020,TX-11,-1.4,R+1.4
Jonathan Barfield,D,2014,NC-07,1.7,D+1.7
Jonathan Chavez,R,2024,GA-13,-0.6,D+0.6
Jonathan Jackson,D,2024,IL-01,-3.8,R+3.8
Jonathan Nez,D,2024,AZ-02,8.5,D+8.5
Jonathan Riddle,R,2020,CT-04,4.3,R+4.3
Jose Luis Fernandez,R,2014,NY-07,-9.4,D+9.4
Jose Serrano,D,2018,NY-15,12.1,D+12.1
Joseph Alfonso,D,2022,MI-04,-4.7,R+4.7
Joseph Belnome,R,2024,NJ-11,-2.3,D+2.3
Joseph Brumbles,R,2018,WA-10,-0.4,D+0.4
Joseph Crowley,D,2016,NY-14,3.1,D+3.1
Joseph Kaufman,R,2018,FL-23,4.2,R+4.2
Joseph Kennedy III,D,2016,MA-04,14.2,D+14.2
Joseph Kopser,D,2018,TX-21,5.7,D+5.7
Joseph McCray Sr.,R,2014,CA-06,-6.2,D+6.2
Joseph R. Pitts,R,2014,PA-16,-5.8,D+5.8
Joseph Severino,R,2022,IL-10,-0.6,D+0.6
Joseph Wenzel,D,2016,NJ-11,-5.1,R+5.1
Josephine Schneider,R,2018,MA-06,-10.4,D+10.4
Josh Brannon,D,2016,NC-05,9.5,D+9.5
Josh Brecheen,R,2024,OK-02,-4.9,D+4.9
Josh Gottheimer,D,2024,NJ-05,5.1,D+5.1
Josh Harder,D,2024,CA-09,-0.1,R+0.1
Josh Hicks,D,2020,KY-06,-2.6,R+2.6
Josh Mahony,D,2018,AR-03,-0.6,R+0.6
Josh McCall,D,2018,GA-09,-2.1,R+2.1
Josh Riley,D,2024,NY-19,4.1,D+4.1
Josh Welle,D,2018,NJ-04,-6.0,R+6
Joshie Cruz,R,2020,GA-04,-2.7,D+2.7
Joshua Barnett,R,2020,AZ-07,-2.7,D+2.7
Joshua Burkholder,D,2016,PA-04,-4.4,R+4.4
Joshua Harris-Till,D,2022,OK-05,1.7,D+1.7
Joshua Loyd,R,2024,IL-13,-3.3,D+3.3
Joshua Scott,R,2020,CA-32,0.8,R+0.8
Joshua Throneburg,D,2022,VA-05,-0.1,R+0.1
Joyce Beatty,D,2024,OH-03,-1.6,R+1.6
Joyce Bentley,R,2020,NV-01,-2.3,D+2.3
Joyce Elliott,D,2020,AR-02,1.6,D+1.6
Joyce Griggs,D,2020,GA-01,1.3,D+1.3
Joyce McDonald,R,2014,WA-10,7.2,R+7.2
Jrmar Jefferson,D,2022,TX-01,-2.8,R+2.8
Juan Ciscomani,R,2024,AZ-06,-3.7,D+3.7
Juan Hidalgo,R,2020,CA-51,3.1,R+3.1
Juan Pagan,R,2022,NY-07,-6.9,D+6.9
Juan Vargas,D,2024,CA-52,5.8,D+5.8
Judd Larkins,D,2022,SC-02,2.3,D+2.3
Jude-Anthony Tiscornia,R,2014,NJ-08,-9.3,D+9.3
Judy Chu,D,2024,CA-28,-0.6,R+0.6
Julia Brownley,D,2024,CA-26,-4.5,R+4.5
Julia Letlow,R,2024,LA-05,5.8,R+5.8
Julia Peacock,D,2018,CA-42,3.8,D+3.8
Julie Fedorchak,R,2024,ND-AL,1.2,R+1.2
Julie Hall,R,2020,MA-04,8.4,R+8.4
Julie Johnson,D,2024,TX-32,-1.7,R+1.7
Julie Oliver,D,2020,TX-25,0.6,D+0.6
Julio Garza,R,2016,TX-29,-10.8,D+10.8
"Jungle, 2 Democrats",D,2018,LA-06,-5.5,R+5.5
"Jungle, 3 Democrats",D,2018,LA-01,1.5,D+1.5
"Jungle, 4 Democrats",D,2018,LA-03,0.1,D+0.1
Junius Rodriguez,D,2018,IL-18,-11.4,R+11.4
Justin Aguilera,R,2020,CA-19,3.5,R+3.5
Justin Amash,R,2018,MI-03,7.4,R+7.4
Justin Anderson,R,2020,CT-02,-10.7,D+10.7
Justin Burau,R,2022,IL-03,1.7,R+1.7
Justin Dues,D,2024,NC-08,2.7,D+2.7
Justin Fareed,R,2018,CA-24,5.2,R+5.2
Justin Kanew,D,2018,TN-07,-0.4,R+0.4
Justin Kuhnle,D,2014,IN-03,-0.8,R+0.8
Justin Lee,R,2024,CA-52,-5.8,D+5.8
Kael Weston,D,2020,UT-02,-3.3,R+3.3
Kai Degner,D,2016,VA-06,-0.9,R+0.9
Kai Kahele,D,2020,HI-02,3.9,D+3.9
Kali Barnett,D,2020,KS-01,3.0,D+3
Kara Eastman,D,2020,NE-02,-6.1,R+6.1
Karen Baker,D,2024,VA-09,1.4,D+1.4
Karen Bass,D,2020,CA-37,-2.0,R+2
Karen Green,D,2022,FL-07,0.8,D+0.8
Karen Handel,R,2020,GA-06,-0.5,D+0.5
Karen McCormick,D,2018,CO-04,-3.6,R+3.6
Kari Lerner,D,2024,FL-19,0.9,D+0.9
Karina Lipsman,R,2022,VA-08,4.2,R+4.2
Karoline Leavitt,R,2022,NH-01,0.3,R+0.3
Kat Cammack,R,2024,FL-03,-2.0,D+2
Kate Bolz,D,2020,NE-01,-2.0,R+2
Kate Schroder,D,2020,OH-01,-0.5,R+0.5
Kate Stamper,D,2024,GA-11,-6.0,R+6
Katherine Clark,D,2022,MA-05,-4.8,R+4.8
Katherine Piccinini,R,2024,CA-10,3.3,R+3.3
Kathi Thomas,D,2016,TX-25,6.5,D+6.5
