district,pct_white_nh,pct_black,pct_hispanic,pct_asian,pct_other,pct_college,pct_white_nh_college,pct_white_nh_non_college,pct_nonwhite_college,pct_nonwhite_non_college,pct_under_30,pct_30_44,pct_45_64,pct_65_plus,median_age,median_income,total_population,source
UT-04,74.52,0.99,16.39,2.52,5.59,34.64,28.47,48.3,6.17,17.06,24.78,33.52,28.18,13.52,30.8,101856,843269,ACS_2023_5yr_old_lines
VA-01,70.94,12.71,5.54,5.85,4.96,47.22,36.73,37.22,10.49,15.56,16.57,24.78,33.64,25.02,41.8,103501,796108,ACS_2023_5yr
VA-02,59.2,22.02,7.79,5.22,5.77,38.07,26.07,36.4,12.0,25.53,19.05,27.41,32.83,20.71,38.7,91821,785995,ACS_2023_5yr
VA-03,39.45,42.85,8.51,2.89,6.3,29.03,15.02,28.27,14.01,42.7,26.28,27.1,28.55,18.07,34.5,66051,776669,ACS_2023_5yr
VA-04,41.72,41.51,10.08,2.05,4.65,31.73,19.21,26.78,12.52,41.48,22.98,26.51,30.94,19.57,37.2,68552,790076,ACS_2023_5yr
VA-05,69.1,20.3,4.44,1.96,4.2,33.47,27.57,44.19,5.9,22.34,21.22,21.77,31.84,25.17,41.5,70085,792934,ACS_2023_5yr
VA-06,78.24,8.06,8.2,1.63,3.88,27.86,24.18,57.56,3.68,14.58,20.2,22.91,32.2,24.69,40.8,70243,786774,ACS_2023_5yr
VA-07,50.98,19.93,17.51,5.05,6.53,37.35,21.75,33.14,15.6,29.51,20.43,27.84,34.48,17.25,36.8,110546,797241,ACS_2023_5yr
VA-08,50.08,12.79,20.01,11.56,5.56,65.42,43.09,10.29,22.34,24.29,20.29,31.26,31.3,17.14,37.4,127899,775740,ACS_2023_5yr
VA-09,87.22,5.67,3.07,1.54,2.51,23.73,21.24,68.09,2.49,8.18,19.73,20.47,33.24,26.56,44.0,56863,783052,ACS_2023_5yr
VA-10,52.98,8.47,18.4,15.04,5.1,55.13,33.71,22.46,21.42,22.42,18.02,29.61,36.47,15.91,38.0,157857,791262,ACS_2023_5yr
VA-11,49.02,8.49,14.57,22.24,5.68,67.56,38.87,12.93,28.69,19.51,19.76,27.43,34.51,18.3,38.8,158319,781648,ACS_2023_5yr
VT-AL,90.57,1.16,2.49,1.63,4.16,42.63,39.23,53.09,3.4,4.28,19.55,22.06,32.98,25.4,43.0,78024,645254,ACS_2023_5yr
WA-01,59.73,2.44,10.31,20.27,7.26,51.76,29.91,33.33,21.85,14.91,18.56,32.81,31.82,16.82,37.4,131931,773262,ACS_2023_5yr
WA-02,69.61,2.7,12.35,7.08,8.26,35.7,28.29,46.45,7.41,17.85,19.97,25.24,30.51,24.28,40.3,87205,775731,ACS_2023_5yr
WA-03,75.97,1.56,11.44,3.5,7.53,28.25,23.11,57.35,5.14,14.4,17.96,25.66,33.14,23.24,40.2,87219,779567,ACS_2023_5yr
WA-04,51.05,1.14,40.45,1.53,5.83,23.78,18.24,41.82,5.53,34.4,21.68,26.89,30.5,20.92,34.8,74394,775997,ACS_2023_5yr
WA-05,79.83,1.67,8.68,2.27,7.56,31.0,26.91,57.03,4.09,11.97,21.87,24.96,30.32,22.85,38.5,71545,780504,ACS_2023_5yr
WA-06,73.49,3.24,9.1,3.94,10.23,34.13,27.89,49.98,6.24,15.88,17.83,24.53,31.05,26.59,42.3,86798,776086,ACS_2023_5yr
WA-07,63.2,4.89,9.14,14.63,8.14,65.7,45.76,20.73,19.94,13.57,24.9,32.51,26.68,15.91,36.2,122671,768537,ACS_2023_5yr
WA-08,68.89,1.78,11.13,10.2,8.01,41.06,29.14,44.31,11.91,14.64,16.14,29.01,35.3,19.55,39.3,122907,773534,ACS_2023_5yr
WA-09,40.27,12.07,14.85,22.7,10.12,41.55,21.9,23.87,19.65,34.59,20.52,29.87,31.77,17.83,37.3,97895,765852,ACS_2023_5yr
WA-10,60.28,6.83,13.3,7.34,12.25,31.33,22.28,43.86,9.06,24.81,21.87,28.61,29.96,19.56,36.6,91727,771914,ACS_2023_5yr
WI-01,74.95,5.89,12.89,1.9,4.36,30.61,26.32,54.21,4.29,15.18,19.1,24.18,34.55,22.17,40.3,77277,732332,ACS_2023_5yr
WI-02,79.8,4.06,7.04,4.66,4.44,47.55,40.69,43.46,6.86,8.99,24.35,25.77,29.91,19.97,37.2,85679,740255,ACS_2023_5yr
WI-03,89.57,1.14,3.5,2.29,3.5,27.85,25.88,66.16,1.96,5.99,22.83,22.17,31.3,23.7,39.4,70206,736688,ACS_2023_5yr
WI-04,40.97,31.73,18.18,4.7,4.42,33.22,24.01,24.9,9.21,41.88,25.22,28.22,29.02,17.54,33.8,57999,727084,ACS_2023_5yr
WI-05,86.16,1.61,6.13,2.87,3.22,40.2,35.76,53.24,4.43,6.57,16.4,23.4,35.61,24.59,43.0,94471,740019,ACS_2023_5yr
WI-06,86.73,1.9,5.56,2.6,3.2,28.4,26.28,63.82,2.12,7.78,18.2,22.9,34.18,24.73,42.2,74283,736607,ACS_2023_5yr
WI-07,90.08,0.66,2.71,1.52,5.03,25.57,23.95,68.61,1.62,5.83,15.16,21.5,35.77,27.58,45.0,71725,740211,ACS_2023_5yr
WI-08,84.42,1.51,6.33,2.35,5.4,28.99,26.3,62.14,2.69,8.86,17.98,24.19,34.44,23.39,40.8,77266,738827,ACS_2023_5yr
WV-01,91.07,3.49,1.27,0.61,3.55,21.38,19.48,72.95,1.9,5.66,17.07,22.06,33.45,27.42,43.7,52742,885040,ACS_2023_5yr
WV-02,89.34,2.93,2.76,0.88,4.09,25.19,22.97,67.99,2.22,6.82,19.68,22.95,32.97,24.4,41.6,63113,899422,ACS_2023_5yr
WY-AL,82.13,0.81,10.45,0.8,5.8,29.92,26.83,58.35,3.09,11.73,19.61,25.84,31.23,23.32,38.8,74815,579761,ACS_2023_5yr
